"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @Jim_Jordan: Joe Biden’s Treasury Secretary is blaming inflation on YOU because YOU spent too much of YOUR own money. 

That’s insane.…",FALSE,0,NA,2022-12-02 02:32:32,FALSE,NA,"1598505364294897664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnifaCazimoski",1178,TRUE,FALSE,NA,NA
"2","RT @dellavolpe: Newt Gingrich on Joe Biden.

""Republicans must learn to quit underestimating @POTUS.""

""Conservatives’ hostility to Biden a…",FALSE,0,NA,2022-12-02 02:32:32,FALSE,NA,"1598505364126945280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bpridgon",5819,TRUE,FALSE,NA,NA
"3","RT @craigbakerptco1: Damn Joe Biden. https://t.co/P5zxEQahfI",FALSE,0,NA,2022-12-02 02:32:31,FALSE,NA,"1598505362822340608",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bbvv92181575",2,TRUE,FALSE,NA,NA
"4","RT @Jim_Jordan: Joe Biden’s Treasury Secretary is blaming inflation on YOU because YOU spent too much of YOUR own money. 

That’s insane.…",FALSE,0,NA,2022-12-02 02:32:31,FALSE,NA,"1598505361337511936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kcpfeifer",1178,TRUE,FALSE,NA,NA
"5","RT @REVMAXXING: Joe Biden and Congress have infinite money for Ukraine 🇺🇦, but can't give railroad workers basic demands https://t.co/oyeeh…",FALSE,0,NA,2022-12-02 02:32:31,FALSE,NA,"1598505360964337664",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HumbertoJorgeL2",41,TRUE,FALSE,NA,NA
"6","RT @DashDobrofsky: Newt Gingrich said “Republicans must learn to quit underestimating Joe Biden.” Though Newt was wrong to make his cancer-…",FALSE,0,NA,2022-12-02 02:32:29,FALSE,NA,"1598505351984340993",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cvgo99",9,TRUE,FALSE,NA,NA
"7","RT @BushDoc44: Staggering level of multi-layered LIES from the old gold-toothed rat, Joe Biden, right throughout his FIFTY YEARS in US Cong…",FALSE,0,NA,2022-12-02 02:32:29,FALSE,NA,"1598505351326072832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dhhxbriidhs",2,TRUE,FALSE,NA,NA
"8","@PatricProAuthor Joe Biden ""won"".",FALSE,0,"PatricProAuthor",2022-12-02 02:32:28,FALSE,"1597255845343297536","1598505348268113920","1081666205973442562","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IPNInvestigator",0,FALSE,FALSE,NA,NA
"9","RT @DashDobrofsky: Newt Gingrich said “Republicans must learn to quit underestimating Joe Biden.” Though Newt was wrong to make his cancer-…",FALSE,0,NA,2022-12-02 02:32:28,FALSE,NA,"1598505348100689920",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","llabuda",9,TRUE,FALSE,NA,NA
"10","RT @_TimSwain_: Remember that time that 5 states shut down vote counting until the middle of the night, totally coincidentally, and then Jo…",FALSE,0,NA,2022-12-02 02:32:28,FALSE,NA,"1598505347760951296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Buddyn61",266,TRUE,FALSE,NA,NA
"11","RT @HawleyMO: At the behest of Joe Biden, US Senate now using federal law to force railroad workers to accept contracts they voted to reject",FALSE,0,NA,2022-12-02 02:32:28,FALSE,NA,"1598505347026767872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatrickTucker15",1323,TRUE,FALSE,NA,NA
"12","RT @HawleyMO: At the behest of Joe Biden, US Senate now using federal law to force railroad workers to accept contracts they voted to reject",FALSE,0,NA,2022-12-02 02:32:28,FALSE,NA,"1598505346615705600",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cowgirl7up",1323,TRUE,FALSE,NA,NA
"13","RT @SenTedCruz: The war in Ukraine was utterly unnecessary. It was caused because Joe Biden decided to waive sanctions that I wrote to allo…",FALSE,0,NA,2022-12-02 02:32:27,FALSE,NA,"1598505344140967937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MJ72804966",682,TRUE,FALSE,NA,NA
"14","RT @HawleyMO: At the behest of Joe Biden, US Senate now using federal law to force railroad workers to accept contracts they voted to reject",FALSE,0,NA,2022-12-02 02:32:27,FALSE,NA,"1598505343729868801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lee_borden",1323,TRUE,FALSE,NA,NA
"15","RT @ThePatsGazette: Should Joe Biden take a cognitive test? https://t.co/wHqOQenWR8",FALSE,0,NA,2022-12-02 02:32:27,FALSE,NA,"1598505343486955523",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DawnMason734",904,TRUE,FALSE,NA,NA
"16","RT @voguemagazine: President Joe Biden and Dr. Jill Biden are hosting their first state dinner tonight since moving into the White House in…",FALSE,0,NA,2022-12-02 02:32:25,FALSE,NA,"1598505335978795008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hgilmore3",5,TRUE,FALSE,NA,NA
"17","RT @Jim_Jordan: Joe Biden’s Treasury Secretary is blaming inflation on YOU because YOU spent too much of YOUR own money. 

That’s insane.…",FALSE,0,NA,2022-12-02 02:32:24,FALSE,NA,"1598505330027429888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Goldstarsis1",1178,TRUE,FALSE,NA,NA
"18","RT @MarshaBlackburn: Every day, men and women drop everything to serve and protect our nation.

Joe Biden’s willing to discharge them becau…",FALSE,0,NA,2022-12-02 02:32:23,FALSE,NA,"1598505326701158401",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","orlandomicki",811,TRUE,FALSE,NA,NA
"19","RT @JamesBradleyCA: Karine Jean-Pierre FACT CHECK:

Joe Biden has NOT been to the southern border HE OPENED since he has been president.",FALSE,0,NA,2022-12-02 02:32:22,FALSE,NA,"1598505324171894785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WayneHe28099242",1250,TRUE,FALSE,NA,NA
"20","@DannyBravooo @janninereid1 I was wrong actually I posted about Joe Bkden account not president biden account. My b… https://t.co/aRYRu7rHzQ",FALSE,0,"DannyBravooo",2022-12-02 02:32:22,TRUE,"1598504447386259457","1598505321642631169","1586151373892190211","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_SierraBreeze_",0,FALSE,FALSE,NA,NA
"21","RT @larryelder: After @elonmusk vowed to release internal @Twitter communications on why the Joe/Hunter Biden laptop story was quashed, ex-…",FALSE,0,NA,2022-12-02 02:32:21,FALSE,NA,"1598505319021297664",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tony_A55",1354,TRUE,FALSE,NA,NA
"22","Presidents Joe Biden and Emmanuel Macron vowed to maintain a united front against Russia on Thursday amid growing w… https://t.co/saPeMZBxjU",FALSE,0,NA,2022-12-02 02:32:21,TRUE,NA,"1598505318040109058",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ttindia",0,FALSE,FALSE,NA,NA
"23","RT @jayleeson: Truth that is gonna frustrate some rural folks— Joe Biden is keeping your hospitals open, not Texas ‘conservatives’ for whom…",FALSE,0,NA,2022-12-02 02:32:21,FALSE,NA,"1598505317272363015",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SterlingAMinor",6,TRUE,FALSE,NA,NA
"24","RT @DashDobrofsky: Newt Gingrich said “Republicans must learn to quit underestimating Joe Biden.” Though Newt was wrong to make his cancer-…",FALSE,0,NA,2022-12-02 02:32:20,FALSE,NA,"1598505316768940032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jo8cakelegend",9,TRUE,FALSE,NA,NA
"25","RT @Jim_Jordan: Why can’t Democrats admit that Joe Biden caused the border crisis?",FALSE,0,NA,2022-12-02 02:32:20,FALSE,NA,"1598505315565129728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ammoausder",3831,TRUE,FALSE,NA,NA
"26","@marshalldylan93 @Bil_JrPro No it’s because Joe Biden said “Two words, Made in America.”",FALSE,0,"marshalldylan93",2022-12-02 02:32:19,FALSE,"1598111965724827648","1598505312348250112","828860771278872577","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BatyaGable",0,FALSE,FALSE,NA,NA
"27","RT @MikeLoychik: Actions speak louder than words.

No matter how KJP tries to spin it, Joe Biden’s actions show us that he is pro-illegal i…",FALSE,0,NA,2022-12-02 02:32:19,FALSE,NA,"1598505312088215553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TimDWhite1313",125,TRUE,FALSE,NA,NA
"28","RT @Jim_Jordan: Joe Biden’s Treasury Secretary is blaming inflation on YOU because YOU spent too much of YOUR own money. 

That’s insane.…",FALSE,0,NA,2022-12-02 02:32:18,FALSE,NA,"1598505307843563521",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MaxMaksimchuk",1178,TRUE,FALSE,NA,NA
"29","@ambridge2020 @JoeKennilsEsq And yet Joe Biden will imply a black interviewer uses cocaine and tells students at an… https://t.co/znrRxSdrox",FALSE,0,"ambridge2020",2022-12-02 02:32:17,TRUE,"1598421318910738433","1598505300365025280","1211338436797329408","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Reed16Ro",0,FALSE,FALSE,NA,NA
"30","RT @ACTBrigitte: President Trump worked for free. Joe Biden is working for China.",FALSE,0,NA,2022-12-02 02:32:13,FALSE,NA,"1598505286821498880",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","raampsch",1466,TRUE,FALSE,NA,NA
"31","RT @TimInHonolulu: Joe Biden remembers where it all started. @WhipClyburn",FALSE,0,NA,2022-12-02 02:32:12,FALSE,NA,"1598505281993981953",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DianeEugenio",6,TRUE,FALSE,NA,NA
"32","RT @ijimaia: I just know Joe Biden's bones make the most flavorful of broths",FALSE,0,NA,2022-12-02 02:32:11,FALSE,NA,"1598505278126919680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SWAGBIGCHUNGUS",4,TRUE,FALSE,NA,NA
"33","Joe Biden’s 1st State Dinner: Photos of First Lady Jill, Jennifer Garner, Chrissy Teigen and extra stars https://t.co/wwKIhnOiLu",FALSE,0,NA,2022-12-02 02:32:10,FALSE,NA,"1598505274394001410",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","xycolapoo",0,FALSE,FALSE,NA,NA
"34","RT @12bichonlvr: Dem Maine congressman blasts Biden over ritzy Lobster feast. 
Joe has always been a hypocrite.",FALSE,0,NA,2022-12-02 02:32:09,FALSE,NA,"1598505269096767488",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AboveBackup",6,TRUE,FALSE,NA,NA
"35","@minakimes Like. Joe Biden",FALSE,0,"minakimes",2022-12-02 02:32:09,FALSE,"1598503712867364864","1598505269088206850","95975081","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_jeff_irons",0,FALSE,FALSE,NA,NA
"36","RT @dellavolpe: Newt Gingrich on Joe Biden.

""Republicans must learn to quit underestimating @POTUS.""

""Conservatives’ hostility to Biden a…",FALSE,0,NA,2022-12-02 02:32:09,FALSE,NA,"1598505268668944384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chinwind1",5819,TRUE,FALSE,NA,NA
"37","RT @INFJLOVE: Joe Biden’s dementia is worse! https://t.co/iz1EXemrco",FALSE,0,NA,2022-12-02 02:32:08,FALSE,NA,"1598505266378838016",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ingburn84",1,TRUE,FALSE,NA,NA
"38","RT @Jim_Jordan: Joe Biden’s Treasury Secretary is blaming inflation on YOU because YOU spent too much of YOUR own money. 

That’s insane.…",FALSE,0,NA,2022-12-02 02:32:08,FALSE,NA,"1598505264332046338",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Roosterpet7",1178,TRUE,FALSE,NA,NA
"39","RT @carolmswain: Every day I get an e-mail from Joe Biden because I am #black, and he thinks we are all  #Democrats. Here's today's email:…",FALSE,0,NA,2022-12-02 02:32:07,FALSE,NA,"1598505261849010177",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ChicagoCarol",53,TRUE,FALSE,NA,NA
"40","RT @larryelder: After @elonmusk vowed to release internal @Twitter communications on why the Joe/Hunter Biden laptop story was quashed, ex-…",FALSE,0,NA,2022-12-02 02:32:07,FALSE,NA,"1598505258996576256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TORQUERULES",1353,TRUE,FALSE,NA,NA
"41","RT @DashDobrofsky: Moreover, the 2022 midterms proved Joe Biden was more popular than the pollsters, political pundits, and high-paid analy…",FALSE,0,NA,2022-12-02 02:32:06,FALSE,NA,"1598505257104973824",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ManchurianDevil",133,TRUE,FALSE,NA,NA
"42","RT @Kathy20742723: Joe Biden is serving lobster at White House while he is trying to shut down the Maine lobster industry. What a hypocrite!",FALSE,0,NA,2022-12-02 02:32:06,FALSE,NA,"1598505256790511616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","staypositiveUSA",2,TRUE,FALSE,NA,NA
"43","@FoxNews Come on man. Every human being capable of forming a thought is confident Joe Biden can not define ""confide… https://t.co/3NcTZkiD5x",FALSE,0,"FoxNews",2022-12-02 02:32:06,TRUE,"1598270726653575168","1598505255385595904","1367531","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fixthatheadline",0,FALSE,FALSE,NA,NA
"44","RT @Jim_Jordan: Why can’t Democrats admit that Joe Biden caused the border crisis?",FALSE,0,NA,2022-12-02 02:32:05,FALSE,NA,"1598505251782512640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RyGuySoFly89",3831,TRUE,FALSE,NA,NA
"45","RT @kimguilfoyle: President Trump imposed tariffs on China, withdrew from the pro-China WHO, and sanctioned communist officials.

Joe Biden…",FALSE,0,NA,2022-12-02 02:32:05,FALSE,NA,"1598505250947751938",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NFTBT2",3136,TRUE,FALSE,NA,NA
"46","@FoxNews Joe Biden is a criminal to include being a pedophile. .",FALSE,0,"FoxNews",2022-12-02 02:32:04,FALSE,"1597971229952073729","1598505248011714560","1367531","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shelleykrier",0,FALSE,FALSE,NA,NA
"47","Shame he talks about Joe Biden like this. https://t.co/qBrfhQJDfD",FALSE,0,NA,2022-12-02 02:32:03,FALSE,NA,"1598505245398769665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RoyalVince",0,FALSE,FALSE,NA,NA
"48","RT @DashDobrofsky: Newt Gingrich said “Republicans must learn to quit underestimating Joe Biden.” Though Newt was wrong to make his cancer-…",FALSE,0,NA,2022-12-02 02:32:03,FALSE,NA,"1598505244958158849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wofford_liz",9,TRUE,FALSE,NA,NA
"49","@RBReich Why don’t they strike? Oh yeah, Joe Biden won’t let them.",FALSE,0,"RBReich",2022-12-02 02:32:03,FALSE,"1598463475357216768","1598505241963536385","148529707","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moejoe70748125",0,FALSE,FALSE,NA,NA
"50","RT @SenTedCruz: The war in Ukraine was utterly unnecessary. It was caused because Joe Biden decided to waive sanctions that I wrote to allo…",FALSE,0,NA,2022-12-02 02:32:02,FALSE,NA,"1598505240348745728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","susanvice02",682,TRUE,FALSE,NA,NA
"51","WASHINGTON (AP) — Legislation to avert what could have been an economically ruinous freight rail strike won final a… https://t.co/wQHNwzDFKg",FALSE,0,NA,2022-12-02 02:32:01,TRUE,NA,"1598505235743399937",NA,"<a href=""https://www.townnews.com/"" rel=""nofollow"">BLOX CMS</a>","iFiberOneNews",0,FALSE,FALSE,NA,NA
"52","WASHINGTON (AP) — Legislation to avert what could have been an economically ruinous freight rail strike won final a… https://t.co/mO8tao9cMp",FALSE,0,NA,2022-12-02 02:32:01,TRUE,NA,"1598505234829119488",NA,"<a href=""https://www.townnews.com/"" rel=""nofollow"">BLOX CMS</a>","iFiberoneradio",0,FALSE,FALSE,NA,NA
"53","RT @Jim_Jordan: Why can’t Democrats admit that Joe Biden caused the border crisis?",FALSE,0,NA,2022-12-02 02:32:00,FALSE,NA,"1598505231977009152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NanaPete64",3831,TRUE,FALSE,NA,NA
"54","RT @MarshaBlackburn: Every day, men and women drop everything to serve and protect our nation.

Joe Biden’s willing to discharge them becau…",FALSE,0,NA,2022-12-02 02:32:00,FALSE,NA,"1598505231213477889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DonnaJeanne58",811,TRUE,FALSE,NA,NA
"55","RT @stratosphere53: Joe Biden TERRIFIED: Elon Musk promises to make this dirty secret public: https://t.co/anWrWlxzBO",FALSE,0,NA,2022-12-02 02:32:00,FALSE,NA,"1598505229162409985",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","stratosphere53",1,TRUE,FALSE,NA,NA
"56","RT @SocialistBoomer: weird fact: you can oppose Putin's war, Infowars, GOP, nazi kanye, fascist trump AND also oppose Joe biden and the dem…",FALSE,0,NA,2022-12-02 02:31:59,FALSE,NA,"1598505226402922496",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","turnleft_here",2,TRUE,FALSE,NA,NA
"57","RT @KyivIndependent: ⚡️Biden, Macron condemn Russia's war, pledge more air defense for Ukraine.

U.S. President Joe Biden held a meeting wi…",FALSE,0,NA,2022-12-02 02:31:58,FALSE,NA,"1598505222686613505",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DKStoneman",274,TRUE,FALSE,NA,NA
"58","RT @DashDobrofsky: Newt Gingrich said “Republicans must learn to quit underestimating Joe Biden.” Though Newt was wrong to make his cancer-…",FALSE,0,NA,2022-12-02 02:31:57,FALSE,NA,"1598505219058724864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IDdavenport",9,TRUE,FALSE,NA,NA
"59","RT @dellavolpe: Newt Gingrich on Joe Biden.

""Republicans must learn to quit underestimating @POTUS.""

""Conservatives’ hostility to Biden a…",FALSE,0,NA,2022-12-02 02:31:57,FALSE,NA,"1598505217741705217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lisaspeedyg",5819,TRUE,FALSE,NA,NA
"60","@ericareport Looking fotward to Hunter and Joe Biden's criminal cartell to be exposed.",FALSE,0,"ericareport",2022-12-02 02:31:55,FALSE,"1598132074543976449","1598505208925286406","1575205434843049984","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StanHil88232394",0,FALSE,FALSE,NA,NA
"61","RT @ACTBrigitte: President Trump worked for free. Joe Biden is working for China.",FALSE,0,NA,2022-12-02 02:31:55,FALSE,NA,"1598505208245456896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","smithka430",1466,TRUE,FALSE,NA,NA
"62","RT @larryelder: After @elonmusk vowed to release internal @Twitter communications on why the Joe/Hunter Biden laptop story was quashed, ex-…",FALSE,0,NA,2022-12-02 02:31:53,FALSE,NA,"1598505201883041792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","7uisV",1354,TRUE,FALSE,NA,NA
"63","JOE BIDEN AND MR KRABS ARE THE SAME AGE",FALSE,0,"El_Flasho_",2022-12-02 02:31:52,FALSE,"1598505119049359360","1598505196434313217","1371884065935220738","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","El_Flasho_",0,FALSE,FALSE,NA,NA
"64","RT @DashDobrofsky: Newt Gingrich said “Republicans must learn to quit underestimating Joe Biden.” Though Newt was wrong to make his cancer-…",FALSE,0,NA,2022-12-02 02:31:51,FALSE,NA,"1598505193880289280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChiefOpti",9,TRUE,FALSE,NA,NA
"65","RT @SenTedCruz: The war in Ukraine was utterly unnecessary. It was caused because Joe Biden decided to waive sanctions that I wrote to allo…",FALSE,0,NA,2022-12-02 02:31:51,FALSE,NA,"1598505192709816320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SherryLM12",682,TRUE,FALSE,NA,NA
"66","Joe Biden TERRIFIED: Elon Musk promises to make this dirty secret public: https://t.co/anWrWlxzBO",FALSE,0,NA,2022-12-02 02:31:51,FALSE,NA,"1598505191178903552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","stratosphere53",1,FALSE,FALSE,NA,NA
"67","RT @Jim_Jordan: Why can’t Democrats admit that Joe Biden caused the border crisis?",FALSE,0,NA,2022-12-02 02:31:50,FALSE,NA,"1598505188846968832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Barbara30601872",3831,TRUE,FALSE,NA,NA
"68","RT @ColumbiaBugle: .@julie_kelly2's Full Opening Remarks About The Horrible Treatment Of January 6th Protestors At The House Judiciary Comm…",FALSE,0,NA,2022-12-02 02:31:49,FALSE,NA,"1598505183301881856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chago4949",2500,TRUE,FALSE,NA,NA
"69","@ReverendWarnock Well that liberal biden man  has not won nothing yet,
Nobody in Georgia Likes the
Idea of Joe Bide… https://t.co/GZ2r1BmaF4",FALSE,0,"ReverendWarnock",2022-12-02 02:31:48,TRUE,"1598398591634006017","1598505179111981061","1221242033530195970","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","timauten1",0,FALSE,FALSE,NA,NA
"70","RT @Jim_Jordan: Joe Biden’s Treasury Secretary is blaming inflation on YOU because YOU spent too much of YOUR own money. 

That’s insane.…",FALSE,0,NA,2022-12-02 02:31:48,FALSE,NA,"1598505178973339648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoeSmit31882168",1178,TRUE,FALSE,NA,NA
"71","RT @OccupyDemocrats: If you're thrilled that Joe Biden just announced that his administration will protect Spirit Mountain, a sacred indige…",FALSE,0,NA,2022-12-02 02:31:48,FALSE,NA,"1598505178805796864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FranklinQuee",113,TRUE,FALSE,NA,NA
"72","RT @dijoni: This is what Joe Biden sending our tax dollars to Ukraine . abused Black people in that country.https://t.co/GBCtoDIqa5",FALSE,0,NA,2022-12-02 02:31:48,FALSE,NA,"1598505178772094976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AbwaanShah",610,TRUE,FALSE,NA,NA
"73","RT @mattsheffield: Is this Chris Cillizza's final CNN article about Kanye West, Ivanka Trump, and Joe Biden?

No. But please enjoy the paro…",FALSE,0,NA,2022-12-02 02:31:48,FALSE,NA,"1598505178663378949",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cloudwanderer3",125,TRUE,FALSE,NA,NA
"74","RT @MarshaBlackburn: Every day, men and women drop everything to serve and protect our nation.

Joe Biden’s willing to discharge them becau…",FALSE,0,NA,2022-12-02 02:31:47,FALSE,NA,"1598505177685798913",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lindamac12steps",811,TRUE,FALSE,NA,NA
"75","@elonmusk yes somebody on your Twitter decided they wouldn’t let me see what I wanted about Joe Biden, and it was n… https://t.co/nJBvsAOZOs",FALSE,0,"elonmusk",2022-12-02 02:31:44,TRUE,NA,"1598505163743961089","44196397","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","davidxline",0,FALSE,FALSE,NA,NA
"76","RT @DashDobrofsky: Newt Gingrich said “Republicans must learn to quit underestimating Joe Biden.” Though Newt was wrong to make his cancer-…",FALSE,0,NA,2022-12-02 02:31:44,FALSE,NA,"1598505162804428800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RSchillingNY",9,TRUE,FALSE,NA,NA
"77","RT @Jim_Jordan: Joe Biden’s Treasury Secretary is blaming inflation on YOU because YOU spent too much of YOUR own money. 

That’s insane.…",FALSE,0,NA,2022-12-02 02:31:42,FALSE,NA,"1598505155619495936",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GloriaHRamirez1",1178,TRUE,FALSE,NA,NA
"78","RT @Jim_Jordan: Joe Biden’s Treasury Secretary is blaming inflation on YOU because YOU spent too much of YOUR own money. 

That’s insane.…",FALSE,0,NA,2022-12-02 02:31:41,FALSE,NA,"1598505152515919872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GlaserBruce",1178,TRUE,FALSE,NA,NA
"79","RT @DashDobrofsky: Newt Gingrich said “Republicans must learn to quit underestimating Joe Biden.” Though Newt was wrong to make his cancer-…",FALSE,0,NA,2022-12-02 02:31:40,FALSE,NA,"1598505148900409344",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DeeActivateFool",9,TRUE,FALSE,NA,NA
"80","Although I know it's important for the American Public to know the truth, I really hope Joe Biden isn't the ""big gu… https://t.co/jYvVob5rr6",FALSE,0,NA,2022-12-02 02:31:40,TRUE,NA,"1598505146580975616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","alexedmi",0,FALSE,FALSE,NA,NA
"81","RT @Jim_Jordan: Joe Biden’s Treasury Secretary is blaming inflation on YOU because YOU spent too much of YOUR own money. 

That’s insane.…",FALSE,0,NA,2022-12-02 02:31:39,FALSE,NA,"1598505143691083784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Angela_dawn1776",1178,TRUE,FALSE,NA,NA
